FIPS,County,City,Year,Estimate,Primary Point
1985710,Carroll,Willey,July 01 2018,98,POINT (-94.8223651 41.9787458)
1999990,Mitchell,Balance of Mitchell County,July 01 2017,4540,
1933060,Polk,Grimes (pt.),July 01 2017,12718,POINT (-93.7945972 41.6775439)
1913395,Appanoose,Cincinnati,July 01 2019,344,POINT (-92.9222293 40.6309489)
1969195,Floyd,Rudd,July 01 2015,355,POINT (-92.9045921 43.1275228)
1964425,Linn,Prairieburg,July 01 2012,181,POINT (-91.4258359 42.2377349)
1960015,Clayton,Osterdock,July 01 2011,59,POINT (-91.1578336 42.7313862)
1948180,Madison,Macksburg,July 01 2012,114,POINT (-94.1850673 41.2146954)
1973515,Boone,Slater (pt.),July 01 2022,0,POINT (-93.686299 41.8792234)
1955560,Pottawattamie,Neola,July 01 2018,869,POINT (-95.6173698 41.4515149)
1911755,Black Hawk,Cedar Falls,July 01 2012,39867,POINT (-92.4532603 42.5196928)
1974775,Linn,Springville,April 01 2010,1074,POINT (-91.4457379 42.0529659)
1979545,Hardin,Union,July 01 2012,394,POINT (-93.0626769 42.2435351)
1931800,Palo Alto,Graettinger,July 01 2012,829,POINT (-94.7504243 43.2370707)
1908290,Carroll,Breda,July 01 2011,483,POINT (-94.9750461 42.183967)
1950520,Story,Maxwell,July 01 2021,863,POINT (-93.3959877 41.8913844)
1999990,Scott,Balance of Scott County,July 01 2016,15562,
1901180,Polk,Alleman,April 01 2010,432,POINT (-93.6094604 41.8158459)
1919180,Webster,Dayton,July 01 2014,798,POINT (-94.0711394 42.262259)
1949845,Jones,Martelle,July 01 2019,3880,POINT (-91.3577596 42.0204466)
1915420,Louisa,Columbus Junction,July 01 2021,1815,POINT (-91.3650803 41.2787342)
1904780,Chickasaw,Bassett,July 01 2023,42,POINT (-92.5157252 43.0620062)
1901135,Kossuth,Algona,July 01 2013,5511,POINT (-94.2301199 43.0743166)
1934005,Pottawattamie,Hancock,April 01 2010,196,POINT (-95.3636607 41.3921947)
1966855,Crawford,Ricketts,July 01 2011,146,POINT (-95.5749041 42.1280902)
1939855,Worth,Joice,July 01 2022,206,POINT (-93.4581067 43.3647892)
1982065,Pottawattamie,Walnut,July 01 2019,769,POINT (-95.2204992 41.4884727)
1948450,Boone,Madrid,July 01 2021,2824,POINT (-93.820109 41.8756295)
1999990,Chickasaw,Balance of Chickasaw County,April 01 2020,4955,
1967350,Scott,Riverdale,July 01 2023,382,POINT (-90.4637332 41.5370578)
1942465,Calhoun,Lake City,July 01 2023,1672,POINT (-94.7310464 42.2676372)
1907075,Muscatine,Blue Grass (pt.),April 01 2020,101,POINT (-90.7648763 41.5095767)
1921180,Clinton,De Witt,July 01 2014,5217,POINT (-90.5438894 41.8224214)
1914520,Polk,Clive (pt.),July 01 2018,11680,POINT (-93.7972549 41.6144592)
1952860,Harrison,Missouri Valley,July 01 2015,2664,POINT (-95.9027827 41.5573821)
1913125,Howard,Chester,July 01 2016,121,POINT (-92.3639508 43.4918437)
1961905,O'Brien,Paullina,July 01 2013,1021,POINT (-95.6840248 42.9796318)
1908695,Poweshiek,Brooklyn,July 01 2017,1396,POINT (-92.4452965 41.731528)
1930810,Clay,Gillett Grove,July 01 2013,48,POINT (-95.0366368 43.0167093)
1979950,Dallas,Urbandale (pt.),July 01 2019,10612,POINT (-93.7813726 41.6390015)
1939135,Winneshiek,Jackson Junction,July 01 2018,54,POINT (-92.0462156 43.1013241)
1944220,Tama,Le Grand (pt.),April 01 2010,0,POINT (-92.7749753 42.0066925)
1917760,Cass,Cumberland,July 01 2014,250,POINT (-94.8706703 41.273088)
1935445,Keokuk,Hayesville,July 01 2023,44,POINT (-92.2476997 41.2647098)
1928515,Webster,Fort Dodge,July 01 2012,24766,POINT (-94.175105 42.5097987)
1956100,Chickasaw,New Hampton,July 01 2017,3418,POINT (-92.3163583 43.0571675)
1916725,Louisa,Cotter,April 01 2010,48,POINT (-91.4658078 41.2939949)
1924465,Hardin,Eldora,July 01 2017,2645,POINT (-93.1012867 42.3605951)
1900370,Guthrie,Adair (pt.),July 01 2016,18,POINT (-94.6434132 41.5003898)
1932160,Dallas,Granger (pt.),July 01 2019,1248,POINT (-93.8247737 41.7619744)
1987555,Story,Zearing,July 01 2022,529,POINT (-93.2971817 42.1589254)
1944400,Plymouth,Le Mars,July 01 2021,10631,POINT (-96.1742476 42.7809352)
1961770,Iowa,Parnell,July 01 2022,192,POINT (-92.0045582 41.583661)
1954165,Grundy,Morrison,April 01 2010,94,POINT (-92.6732838 42.3429631)
1904375,Dubuque,Balltown,April 01 2020,79,POINT (-90.8697801 42.6372832)
1999990,Benton,Balance of Benton County,July 01 2013,8868,
1985845,Iowa,Williamsburg,July 01 2019,3164,POINT (-92.0098017 41.6679743)
1914115,Cherokee,Cleghorn,April 01 2010,240,POINT (-95.7126506 42.812537)
1969285,Lucas,Russell,July 01 2014,539,POINT (-93.2005385 40.9801052)
1943590,Franklin,Latimer,July 01 2012,498,POINT (-93.3655999 42.762884)
1912855,Clinton,Charlotte,July 01 2021,392,POINT (-90.4682057 41.9621301)
1933960,Franklin,Hampton,July 01 2012,4389,POINT (-93.2049662 42.7420064)
1968925,Clay,Rossie,July 01 2019,68,POINT (-95.1886124 43.0136605)
1942690,Sac,Lake View,July 01 2017,1086,POINT (-95.0407782 42.3046918)
1999990,Montgomery,Balance of Montgomery County,July 01 2024,2437,
1904240,Guthrie,Bagley,July 01 2021,230,POINT (-94.4303047 41.8463643)
1932790,Adair,Greenfield,July 01 2014,1911,POINT (-94.4591514 41.305599)
1976890,Johnson,Swisher,July 01 2017,976,POINT (-91.6938947 41.8441956)
1939585,Black Hawk,Jesup (pt.),July 01 2022,193,POINT (-92.0659027 42.4744701)
1938460,Chickasaw,Ionia,July 01 2011,289,POINT (-92.4584186 43.0360537)
1999990,Adair,Balance of Adair County,April 01 2020,2727,
1900190,Franklin,Ackley (pt.),July 01 2023,37,POINT (-93.0527656 42.5518776)
1986520,Madison,Winterset,April 01 2020,5353,POINT (-94.013512 41.3455206)
1959115,Monona,Onawa,July 01 2022,2826,POINT (-96.0905046 42.0267577)
1999990,Linn,Balance of Linn County,April 01 2010,20655,
1956505,Jasper,Newton,July 01 2021,15694,POINT (-93.0404672 41.6965281)
1918255,Dallas,Dallas Center,July 01 2023,1975,POINT (-93.9816407 41.6854114)
1919495,Poweshiek,Deep River,July 01 2021,247,POINT (-92.3732274 41.5811789)
1950385,Sioux,Matlock,July 01 2013,90,POINT (-95.9345034 43.2443282)
1903520,Cass,Atlantic,July 01 2013,6919,POINT (-95.0138852 41.3956577)
1907930,Page,Braddyville,July 01 2013,158,POINT (-95.0311862 40.5806312)
1947730,Calhoun,Lytton (pt.),July 01 2013,40,POINT (-94.8604989 42.4233029)
1901045,Hardin,Alden,July 01 2013,763,POINT (-93.380649 42.5105935)
1980580,Cerro Gordo,Ventura,July 01 2011,717,POINT (-93.4621042 43.1283345)
1934860,Marion,Harvey,July 01 2019,244,POINT (-92.922688 41.3179424)
1944490,Taylor,Lenox (pt.),July 01 2016,1396,POINT (-94.5583357 40.8830419)
1999990,Howard,Balance of Howard County,July 01 2014,3831,
1966855,Crawford,Ricketts,July 01 2012,147,POINT (-95.5749041 42.1280902)
1918390,Woodbury,Danbury,July 01 2022,312,POINT (-95.7215908 42.2364321)
1978330,Kossuth,Titonka,July 01 2018,449,POINT (-94.0413989 43.2371658)
1914160,Marshall,Clemons,July 01 2019,141,POINT (-93.158508 42.1138981)
1951375,Plymouth,Merrill,July 01 2019,731,POINT (-96.2524909 42.7205507)
1999990,Wayne,Balance of Wayne County,July 01 2024,3120,
1932295,Montgomery,Grant,July 01 2017,85,POINT (-94.9850119 41.1427142)
1983910,Warren,West Des Moines (pt.),July 01 2011,33,POINT (-93.7802969 41.5527354)
1975810,Hamilton,Stratford (pt.),July 01 2019,671,POINT (-93.9272412 42.2691235)
1947010,Clinton,Low Moor,July 01 2014,277,POINT (-90.3542133 41.8023436)
1964065,Calhoun,Pomeroy,April 01 2010,662,POINT (-94.6778218 42.5519497)
1950655,Scott,Maysville,April 01 2020,156,POINT (-90.718486 41.6495455)
1922980,Cedar,Durant (pt.),July 01 2014,1714,POINT (-90.9119451 41.6014845)
1912495,Linn,Central City,July 01 2023,1239,POINT (-91.5244676 42.2037451)
1938055,Fremont,Imogene,July 01 2022,37,POINT (-95.427529 40.8790395)
1931395,Carroll,Glidden,July 01 2019,1106,POINT (-94.7266652 42.0576308)
1902845,Fayette,Arlington,July 01 2011,430,POINT (-91.6710476 42.7487868)
1999990,Adair,Balance of Adair County,July 01 2013,2849,
1900865,Buena Vista,Albert City,April 01 2020,677,POINT (-94.949139 42.7816026)
1944265,Webster,Lehigh,April 01 2010,416,POINT (-94.0534845 42.3574683)
1963840,Pocahontas,Plover,April 01 2020,50,POINT (-94.6222266 42.876712)
1964065,Calhoun,Pomeroy,July 01 2012,646,POINT (-94.6778218 42.5519497)
1999990,Union,Balance of Union County,July 01 2018,3078,
1975990,Adair,Stuart (pt.),July 01 2024,750,POINT (-94.3186774 41.5002688)
1949395,Iowa,Marengo,July 01 2024,2415,POINT (-92.0679221 41.7965768)
1935310,Fayette,Hawkeye,July 01 2016,419,POINT (-91.950354 42.9377417)
1959520,Mitchell,Orchard,July 01 2013,71,POINT (-92.7753132 43.2273862)
1963075,Harrison,Pisgah,July 01 2016,238,POINT (-95.9263861 41.8304354)
1955110,Muscatine,Muscatine,July 01 2011,23800,POINT (-91.0680884 41.4194742)
1960915,Jefferson,Packwood,July 01 2016,218,POINT (-92.0824761 41.1327254)
1981075,Webster,Vincent,July 01 2018,163,POINT (-94.018863 42.5918299)
1965055,Davis,Pulaski,July 01 2017,286,POINT (-92.2737906 40.6928807)
1949890,Warren,Martensdale,July 01 2017,466,POINT (-93.738629 41.3737757)
1949845,Jones,Martelle,July 01 2024,4095,POINT (-91.3577596 42.0204466)
1968700,Mahaska,Rose Hill,July 01 2023,158,POINT (-92.4636988 41.3203615)
1915105,Page,College Springs,July 01 2019,203,POINT (-95.1211184 40.6212901)
1908605,Hancock,Britt,July 01 2014,2034,POINT (-93.8031592 43.0974978)
1985260,Kossuth,Whittemore,July 01 2023,478,POINT (-94.4250537 43.0633908)
1937560,Humboldt,Humboldt,July 01 2012,4650,POINT (-94.2245141 42.7231707)
1960645,Johnson,Oxford,April 01 2020,722,POINT (-91.7912597 41.7226966)
1975810,Webster,Stratford (pt.),July 01 2015,29,POINT (-93.9272412 42.2691235)
1983325,Grundy,Wellsburg,July 01 2019,687,POINT (-92.9265689 42.4338465)
1969960,Jackson,St. Donatus,July 01 2015,130,POINT (-90.5420029 42.3622991)
1924735,Polk,Elkhart,July 01 2021,931,POINT (-93.5242476 41.7922878)
1959250,Jones,Onslow,July 01 2011,197,POINT (-91.0152515 42.1073153)
1904330,Jackson,Baldwin,July 01 2015,109,POINT (-90.8385145 42.0732052)
1951150,Cherokee,Meriden,July 01 2019,148,POINT (-95.6340769 42.7945167)
1982065,Pottawattamie,Walnut,July 01 2013,779,POINT (-95.2204992 41.4884727)
1979995,Monona,Ute,July 01 2011,373,POINT (-95.7058299 42.0499538)
1964650,O'Brien,Primghar,July 01 2022,904,POINT (-95.6209034 43.0863786)
1940440,Jasper,Kellogg,July 01 2018,592,POINT (-92.9070787 41.7180274)
1974910,Hamilton,Stanhope,July 01 2011,422,POINT (-93.7960023 42.2889306)
1924870,Black Hawk,Elk Run Heights,July 01 2019,1144,POINT (-92.2500729 42.4661346)
1958080,Pottawattamie,Oakland,July 01 2012,1508,POINT (-95.3967245 41.3077729)
1915195,Story,Collins,July 01 2023,499,POINT (-93.3082881 41.9019614)
1916860,Pottawattamie,Council Bluffs,July 01 2023,62535,POINT (-95.8520558 41.2368193)
1919000,Scott,Davenport,July 01 2014,102360,POINT (-90.6051955 41.5557666)
1983550,Kossuth,West Bend (pt.),July 01 2022,18,POINT (-94.4456756 42.9599409)
1975180,Hardin,Steamboat Rock,July 01 2021,265,POINT (-93.0665057 42.4081346)
1999990,Decatur,Balance of Decatur County,July 01 2017,2671,
1945030,Carroll,Lidderdale,July 01 2023,166,POINT (-94.78367 42.1224953)
1931845,Dubuque,Graf,April 01 2020,76,POINT (-90.8732325 42.4938574)
1979680,Appanoose,Unionville,July 01 2013,97,POINT (-92.6957756 40.8181841)
1938415,Lyon,Inwood,July 01 2017,828,POINT (-96.4350789 43.3092965)
1999990,Clayton,Balance of Clayton County,July 01 2024,7692,
1928740,Lee,Franklin,July 01 2022,127,POINT (-91.5118028 40.6669652)
1949845,Jones,Martelle,July 01 2022,4083,POINT (-91.3577596 42.0204466)
1950655,Scott,Maysville,July 01 2014,179,POINT (-90.718486 41.6495455)
1959115,Monona,Onawa,July 01 2011,2994,POINT (-96.0905046 42.0267577)
1905680,Wright,Belmond,April 01 2020,2463,POINT (-93.6084501 42.8465738)
1900775,Plymouth,Akron,July 01 2016,1496,POINT (-96.5570105 42.8266985)
1999990,Van Buren,Balance of Van Buren County,April 01 2010,4022,
1950970,Monroe,Melrose,July 01 2012,113,POINT (-93.0508038 40.9790245)
1999990,Floyd,Balance of Floyd County,July 01 2017,5161,
1952275,Wayne,Millerton,July 01 2024,37,POINT (-93.3057058 40.8493458)
1910450,Van Buren,Cantril,July 01 2022,224,POINT (-92.0684662 40.6428412)
1943590,Franklin,Latimer,July 01 2013,499,POINT (-93.3655999 42.762884)
1953355,Jasper,Monroe,July 01 2019,1894,POINT (-93.1037482 41.5189365)
1999990,Hardin,Balance of Hardin County,July 01 2015,4545,
1999990,Buchanan,Balance of Buchanan County,July 01 2022,8033,
1979950,Dallas,Urbandale (pt.),April 01 2010,6337,POINT (-93.7813726 41.6390015)
1914115,Cherokee,Cleghorn,July 01 2023,235,POINT (-95.7126506 42.812537)
1941295,Audubon,Kimballton,July 01 2019,280,POINT (-95.0748694 41.6271029)
1983595,Cedar,West Branch (pt.),July 01 2014,2235,POINT (-91.3406612 41.6627654)
1942600,Dickinson,Lake Park,July 01 2016,1127,POINT (-95.325247 43.4477627)
1928290,Adair,Fontanelle,July 01 2016,609,POINT (-94.5600489 41.2900061)
1900865,Buena Vista,Albert City,July 01 2015,689,POINT (-94.949139 42.7816026)
1911080,Carroll,Carroll,July 01 2014,9971,POINT (-94.8646894 42.0697353)
1906850,Wapello,Blakesburg,April 01 2010,296,POINT (-92.6348019 40.9619732)
1986970,Boone,Woodward (pt.),July 01 2014,451,POINT (-93.9208014 41.8522961)
1975720,Grundy,Stout,July 01 2018,213,POINT (-92.7115452 42.5268983)
1942600,Dickinson,Lake Park,July 01 2012,1129,POINT (-95.325247 43.4477627)
1919855,Keokuk,Delta,July 01 2014,319,POINT (-92.3304211 41.3225876)
1934005,Pottawattamie,Hancock,July 01 2014,196,POINT (-95.3636607 41.3921947)
1986700,Hancock,Woden,July 01 2016,214,POINT (-93.9114238 43.2307878)
1977430,Shelby,Tennant,July 01 2022,81,POINT (-95.4449352 41.5941155)
1987060,Dubuque,Worthington,July 01 2016,403,POINT (-91.1207613 42.398071)
1926310,Appanoose,Exline,July 01 2023,157,POINT (-92.8431396 40.649046)
1979095,Buena Vista,Truesdale,July 01 2021,65,POINT (-95.1834071 42.7292568)
1907840,Sioux,Boyden,July 01 2017,693,POINT (-96.0030629 43.1889502)
1962355,Dallas,Perry,April 01 2020,7836,POINT (-94.09406 41.8379964)
1979770,Johnson,University Heights,July 01 2018,1049,POINT (-91.5588548 41.6550607)
1974415,Dickinson,Spirit Lake,July 01 2017,5098,POINT (-95.1108029 43.4177008)
1999990,Webster,Balance of Webster County,July 01 2018,7276,
1964200,Shelby,Portsmouth,July 01 2016,183,POINT (-95.5193136 41.6504163)
1975720,Grundy,Stout,July 01 2023,195,POINT (-92.7115452 42.5268983)
1967350,Scott,Riverdale,April 01 2010,405,POINT (-90.4637332 41.5370578)
1916545,Woodbury,Correctionville,July 01 2015,806,POINT (-95.7830202 42.4771854)
1985800,Hamilton,Williams,July 01 2016,331,POINT (-93.5410724 42.489213)
1916140,Washington,Coppock (pt.),July 01 2013,13,POINT (-91.7150539 41.163535)
1915420,Louisa,Columbus Junction,July 01 2023,1777,POINT (-91.3650803 41.2787342)
1939900,Calhoun,Jolley,July 01 2015,27,POINT (-94.7182601 42.4794481)
1919180,Webster,Dayton,July 01 2022,763,POINT (-94.0711394 42.262259)
1960825,Mills,Pacific Junction,July 01 2015,465,POINT (-95.7995623 41.0179888)
1970410,O'Brien,Sanborn,July 01 2016,1397,POINT (-95.655256 43.1813704)
1977520,Dickinson,Terril,July 01 2013,361,POINT (-94.9689637 43.3058467)
1931575,Hancock,Goodell,July 01 2017,132,POINT (-93.614062 42.9237297)
1943905,Woodbury,Lawton,July 01 2018,965,POINT (-96.1851089 42.4769168)
1919360,Decatur,Decatur City,July 01 2021,176,POINT (-93.8327285 40.7423389)
1984315,Muscatine,West Liberty,April 01 2010,3736,POINT (-91.2621646 41.5725743)
1969735,Mitchell,St. Ansgar,July 01 2024,1172,POINT (-92.9177995 43.3797578)
1999990,Warren,Balance of Warren County,April 01 2010,15113,
1999990,Palo Alto,Balance of Palo Alto County,April 01 2020,2416,
1950520,Story,Maxwell,July 01 2024,862,POINT (-93.3959877 41.8913844)
1959565,Adair,Orient,July 01 2011,401,POINT (-94.4178978 41.2032884)
1970590,Warren,Sandyville,July 01 2019,65,POINT (-93.3863323 41.3707702)
1969915,Madison,St. Charles,July 01 2013,633,POINT (-93.8074923 41.2880818)
1956910,Cerro Gordo,Nora Springs (pt.),July 01 2012,0,POINT (-93.0094807 43.1445424)
1907030,Davis,Bloomfield,July 01 2021,2694,POINT (-92.4173637 40.7487671)
1972345,Boone,Sheldahl (pt.),July 01 2024,21,POINT (-93.6967164 41.8642901)
1942870,Jasper,Lambs Grove,July 01 2011,170,POINT (-93.0793489 41.700753)
1908470,Washington,Brighton,July 01 2024,592,POINT (-91.8212009 41.1746979)
1905050,Mahaska,Beacon,July 01 2015,488,POINT (-92.681397 41.2746235)
1960915,Jefferson,Packwood,July 01 2012,210,POINT (-92.0824761 41.1327254)
1972525,Fremont,Shenandoah (pt.),July 01 2011,0,POINT (-95.3720582 40.7583016)
1974415,Dickinson,Spirit Lake,July 01 2024,5548,POINT (-95.1108029 43.4177008)
1973335,Plymouth,Sioux City (pt.),July 01 2021,2,POINT (-96.3901359 42.4958196)
1940935,Van Buren,Keosauqua,July 01 2013,984,POINT (-91.9605345 40.7346892)
1922890,Crawford,Dunlap (pt.),July 01 2017,0,POINT (-95.6005625 41.8526254)
1999990,Crawford,Balance of Crawford County,July 01 2023,3983,
1975855,Clayton,Strawberry Point,July 01 2019,1218,POINT (-91.5349572 42.6803391)
1928245,Pocahontas,Fonda,July 01 2024,636,POINT (-94.8459417 42.581696)
1929775,Decatur,Garden Grove,July 01 2013,198,POINT (-93.6071931 40.8265786)
1949890,Warren,Martensdale,July 01 2022,414,POINT (-93.738629 41.3737757)
1928380,Hancock,Forest City (pt.),July 01 2015,331,POINT (-93.6364115 43.2569692)
1999990,Wayne,Balance of Wayne County,July 01 2014,2672,
1916545,Woodbury,Correctionville,July 01 2017,796,POINT (-95.7830202 42.4771854)
1999990,Boone,Balance of Boone County,July 01 2023,8401,
1900190,Franklin,Ackley (pt.),July 01 2018,36,POINT (-93.0527656 42.5518776)
1958710,Dickinson,Okoboji,July 01 2011,828,POINT (-95.1392893 43.3912199)
1921720,Scott,Donahue,July 01 2017,369,POINT (-90.6746301 41.6915346)
1940665,Worth,Kensett,July 01 2021,256,POINT (-93.2106319 43.3534357)
1960825,Mills,Pacific Junction,July 01 2019,342,POINT (-95.7995623 41.0179888)
1982065,Pottawattamie,Walnut,July 01 2023,729,POINT (-95.2204992 41.4884727)
1999990,Delaware,Balance of Delaware County,July 01 2013,8265,
1902305,Polk,Ankeny,July 01 2018,65284,POINT (-93.603264 41.727907)
1999990,Guthrie,Balance of Guthrie County,July 01 2018,5184,
1987015,Wright,Woolstock,April 01 2010,168,POINT (-93.8432601 42.5647758)
1999990,Webster,Balance of Webster County,April 01 2020,7414,
1961275,Shelby,Panama,July 01 2015,213,POINT (-95.4754762 41.7263507)
1937470,Black Hawk,Hudson,July 01 2012,2308,POINT (-92.4519085 42.4320012)
1932610,Delaware,Greeley,July 01 2023,216,POINT (-91.341545 42.5850578)
1976935,Mills,Tabor (pt.),July 01 2019,85,POINT (-95.6737118 40.8949387)
1986835,Harrison,Woodbine,July 01 2013,1426,POINT (-95.7067259 41.7346202)
1972525,Page,Shenandoah (pt.),July 01 2012,5073,POINT (-95.3720582 40.7583016)
1917130,Washington,Crawfordsville,July 01 2011,265,POINT (-91.5366275 41.2139194)
1923430,Delaware,Earlville,July 01 2021,719,POINT (-91.2701068 42.4827545)
1961050,Pocahontas,Palmer,April 01 2020,138,POINT (-94.5984729 42.6298621)
1938010,Ida,Ida Grove,April 01 2020,2051,POINT (-95.4731796 42.343883)
1904510,Dubuque,Bankston,July 01 2016,24,POINT (-90.9613258 42.5075801)
1964605,Jackson,Preston,July 01 2012,999,POINT (-90.3973609 42.0490456)
1913845,Clayton,Clayton,July 01 2023,46,POINT (-91.1505737 42.9033147)
1916140,Henry,Coppock (pt.),July 01 2015,30,POINT (-91.7150539 41.163535)
1984835,Henry,Westwood,July 01 2017,110,POINT (-91.6266238 40.9647732)
1915420,Louisa,Columbus Junction,July 01 2017,1863,POINT (-91.3650803 41.2787342)
1953760,Lee,Montrose,July 01 2014,815,POINT (-91.4165412 40.526117)
1951420,Cerro Gordo,Meservey,July 01 2019,238,POINT (-93.4733851 42.9156435)
1948945,Carroll,Manning,July 01 2015,1463,POINT (-95.0642334 41.9092116)
1934185,Worth,Hanlontown,July 01 2022,202,POINT (-93.3788839 43.2809013)
1949485,Linn,Marion,July 01 2023,42127,POINT (-91.585326 42.0443653)
1921540,Scott,Dixon,July 01 2013,249,POINT (-90.7823709 41.742124)
1981570,Fayette,Wadena,July 01 2013,254,POINT (-91.6594004 42.8397808)
1999990,Marion,Balance of Marion County,April 01 2020,11627,
1999990,Mills,Balance of Mills County,July 01 2018,7077,
1902845,Fayette,Arlington,July 01 2021,418,POINT (-91.6710476 42.7487868)
1952950,Jasper,Mitchellville (pt.),July 01 2023,26,POINT (-93.3629093 41.6678771)
1900505,Dallas,Adel,July 01 2015,3988,POINT (-94.0135968 41.6121709)
1914520,Dallas,Clive (pt.),July 01 2019,5612,POINT (-93.7972549 41.6144592)
1917670,Hancock,Crystal Lake,July 01 2019,232,POINT (-93.792707 43.2229779)
1944715,Louisa,Letts,July 01 2024,358,POINT (-91.23563 41.3298031)
1956685,Muscatine,Nichols,July 01 2017,363,POINT (-91.307943 41.4796928)
1943815,Chickasaw,Lawler,July 01 2019,419,POINT (-92.153525 43.0717656)
1986520,Madison,Winterset,July 01 2022,5467,POINT (-94.013512 41.3455206)
1908290,Carroll,Breda,July 01 2021,505,POINT (-94.9750461 42.183967)
1925050,Hamilton,Ellsworth,July 01 2015,511,POINT (-93.5818424 42.3101461)
